zip,date,911-score
21206,2016-05-01,2.53125
21206,2016-06-01,3.1875
21206,2016-07-01,4.5625
21206,2016-08-01,4.40625
21206,2016-09-01,5.09375
21206,2016-10-01,4.59375
21206,2016-11-01,3.8125
21206,2016-12-01,5.0
21206,2017-01-01,4.9375
21206,2017-02-01,5.125
21206,2017-03-01,4.78125
21206,2017-04-01,4.34375
21206,2017-05-01,3.71875
21206,2017-06-01,5.03125
21206,2017-07-01,4.875
21206,2017-08-01,5.46875
21206,2017-09-01,3.90625
21206,2017-10-01,5.125
21206,2017-11-01,4.40625
21206,2017-12-01,4.6875
21206,2018-01-01,1.78125
21206,2018-02-01,4.4375
21206,2018-03-01,3.96875
21206,2018-04-01,4.5
21206,2018-05-01,3.84375
21206,2018-06-01,4.5625
21206,2018-07-01,4.625
21206,2018-08-01,4.65625
21206,2018-09-01,4.46875
21206,2018-10-01,4.375
21206,2018-11-01,4.40625
21207,2015-01-01,9.46875
21207,2015-02-01,9.15625
21207,2015-03-01,8.59375
21207,2015-04-01,8.375
21207,2015-05-01,8.5
21207,2015-06-01,8.46875
21207,2015-07-01,8.03125
21207,2015-08-01,8.34375
21207,2015-09-01,8.15625
21207,2015-10-01,8.5
21207,2015-11-01,7.65625
21207,2015-12-01,8.65625
21207,2016-01-01,8.6875
21207,2016-02-01,8.0
21207,2016-03-01,8.0625
21207,2016-04-01,8.46875
21207,2016-05-01,8.0625
21207,2016-06-01,8.625
21207,2016-07-01,8.8125
21207,2016-08-01,8.75
21207,2016-09-01,8.65625
21207,2016-10-01,8.90625
21207,2016-11-01,8.375
21207,2016-12-01,9.0625
21207,2017-01-01,8.9375
21207,2017-02-01,9.0
21207,2017-03-01,8.65625
21207,2017-04-01,8.8125
21207,2017-05-01,8.5625
21207,2017-06-01,8.21875
21207,2017-07-01,8.53125
21207,2017-08-01,8.0625
21207,2017-09-01,8.78125
21207,2017-10-01,8.28125
21207,2017-11-01,9.0
21207,2017-12-01,8.71875
21207,2018-01-01,8.21875
21207,2018-02-01,8.59375
21207,2018-03-01,8.03125
21207,2018-04-01,8.34375
21207,2018-05-01,7.34375
21207,2018-06-01,7.90625
21207,2018-07-01,8.28125
21207,2018-08-01,8.28125
21207,2018-09-01,8.40625
21207,2018-10-01,7.75
21207,2018-11-01,8.28125
21208,2015-01-01,9.3125
21208,2015-02-01,9.375
21208,2015-03-01,9.1875
21208,2015-04-01,9.34375
21208,2015-05-01,9.3125
21208,2015-06-01,9.0625
21208,2015-07-01,9.5
21208,2015-08-01,9.0625
21208,2015-09-01,9.21875
21208,2015-10-01,9.15625
21208,2015-11-01,9.28125
21208,2015-12-01,9.34375
21208,2016-01-01,9.09375
21208,2016-02-01,9.34375
21208,2016-03-01,9.25
21208,2016-04-01,9.34375
21208,2016-05-01,9.0625
21208,2016-06-01,9.3125
21208,2016-07-01,9.4375
21208,2016-08-01,9.34375
21208,2016-09-01,9.25
21208,2016-10-01,9.1875
21208,2016-11-01,9.1875
21208,2016-12-01,9.21875
21208,2017-01-01,9.21875
21208,2017-02-01,9.25
21208,2017-03-01,9.46875
21208,2017-04-01,9.46875
21208,2017-05-01,9.125
21208,2017-06-01,9.53125
21208,2017-07-01,9.28125
21208,2017-08-01,9.25
21208,2017-09-01,9.125
21208,2017-10-01,9.0
21208,2017-11-01,9.0625
21208,2017-12-01,8.71875
21208,2018-01-01,9.09375
21208,2018-02-01,9.1875
21208,2018-03-01,9.125
21208,2018-04-01,9.5
21208,2018-05-01,9.25
21208,2018-06-01,9.1875
21208,2018-07-01,9.21875
21208,2018-08-01,9.375
21208,2018-09-01,9.03125
21208,2018-10-01,9.40625
21208,2018-11-01,9.53125
21209,2015-01-01,7.875
21209,2015-02-01,8.15625
21209,2015-03-01,7.875
21209,2015-04-01,7.71875
21209,2015-05-01,8.3125
21209,2015-06-01,7.9375
21209,2015-07-01,8.125
21209,2015-08-01,7.78125
21209,2015-09-01,7.59375
21209,2015-10-01,7.5
21209,2015-11-01,8.15625
21209,2015-12-01,8.09375
21209,2016-01-01,7.09375
21209,2016-02-01,7.8125
21209,2016-03-01,8.09375
21209,2016-04-01,8.1875
21209,2016-05-01,7.6875
21209,2016-06-01,7.28125
21209,2016-07-01,7.375
21209,2016-08-01,7.59375
21209,2016-09-01,7.8125
21209,2016-10-01,7.5625
21209,2016-11-01,7.96875
21209,2016-12-01,7.96875
21209,2017-01-01,8.125
21209,2017-02-01,8.03125
21209,2017-03-01,8.1875
21209,2017-04-01,7.78125
21209,2017-05-01,8.1875
21209,2017-06-01,7.375
21209,2017-07-01,7.3125
21209,2017-08-01,7.53125
21209,2017-09-01,7.65625
21209,2017-10-01,7.8125
21209,2017-11-01,6.71875
21209,2017-12-01,6.375
21209,2018-01-01,6.90625
21209,2018-02-01,7.53125
21209,2018-03-01,6.71875
21209,2018-04-01,7.65625
21209,2018-05-01,6.75
21209,2018-06-01,7.65625
21209,2018-07-01,7.8125
21209,2018-08-01,7.375
21209,2018-09-01,7.65625
21209,2018-10-01,6.84375
21209,2018-11-01,7.15625
21210,2015-01-01,7.75
21210,2015-02-01,7.96875
21210,2015-03-01,6.90625
21210,2015-04-01,7.09375
21210,2015-05-01,7.34375
21210,2015-06-01,7.25
21210,2015-07-01,7.3125
21210,2015-08-01,7.125
21210,2015-09-01,7.53125
21210,2015-10-01,7.46875
21210,2015-11-01,8.0
21210,2015-12-01,8.65625
21210,2016-01-01,7.59375
21210,2016-02-01,7.28125
21210,2016-03-01,6.59375
21210,2016-04-01,7.03125
21210,2016-05-01,7.625
21210,2016-06-01,7.71875
21210,2016-07-01,7.59375
21210,2016-08-01,7.75
21210,2016-09-01,7.46875
21210,2016-10-01,8.03125
21210,2016-11-01,7.59375
21210,2016-12-01,7.875
21210,2017-01-01,7.75
21210,2017-02-01,7.46875
21210,2017-03-01,7.71875
21210,2017-04-01,7.0625
21210,2017-05-01,6.625
21210,2017-06-01,6.65625
21210,2017-07-01,7.15625
21210,2017-08-01,7.25
21210,2017-09-01,7.3125
21210,2017-10-01,6.53125
21210,2017-11-01,6.6875
21210,2017-12-01,6.6875
21210,2018-01-01,4.4375
21210,2018-02-01,4.9375
21210,2018-03-01,4.84375
21210,2018-04-01,5.125
21210,2018-05-01,5.5
21210,2018-06-01,5.90625
21210,2018-07-01,7.125
21210,2018-08-01,6.0
21210,2018-09-01,7.375
21210,2018-10-01,6.65625
21210,2018-11-01,7.0
21211,2015-01-01,6.125
21211,2015-02-01,7.1875
21211,2015-03-01,5.28125
21211,2015-04-01,5.1875
21211,2015-05-01,6.6875
21211,2015-06-01,6.0
21211,2015-07-01,6.0
21211,2015-08-01,5.125
21211,2015-09-01,6.53125
21211,2015-10-01,5.75
21211,2015-11-01,4.59375
21211,2015-12-01,5.3125
21211,2016-01-01,5.3125
21211,2016-02-01,5.5
21211,2016-03-01,6.375
21211,2016-04-01,5.90625
21211,2016-05-01,5.40625
21211,2016-06-01,6.28125
21211,2016-07-01,6.34375
21211,2016-08-01,6.28125
21211,2016-09-01,6.96875
21211,2016-10-01,6.34375
21211,2016-11-01,6.6875
21211,2016-12-01,6.9375
21211,2017-01-01,5.34375
21211,2017-02-01,6.09375
21211,2017-03-01,6.03125
21211,2017-04-01,6.375
21211,2017-05-01,5.65625
21211,2017-06-01,5.96875
21211,2017-07-01,5.5625
21211,2017-08-01,6.28125
21211,2017-09-01,5.875
21211,2017-10-01,4.0
21211,2017-11-01,4.375
21211,2017-12-01,4.15625
21211,2018-01-01,5.3125
21211,2018-02-01,5.09375
21211,2018-03-01,4.8125
21211,2018-04-01,3.96875
21211,2018-05-01,2.96875
21211,2018-06-01,2.8125
21211,2018-07-01,5.375
21211,2018-08-01,3.5
21211,2018-09-01,4.625
21211,2018-10-01,5.5625
21211,2018-11-01,5.0625
21212,2015-01-01,8.65625
21212,2015-02-01,8.46875
21212,2015-03-01,7.40625
21212,2015-04-01,7.71875
21212,2015-05-01,8.375
21212,2015-06-01,7.875
21212,2015-07-01,7.53125
21212,2015-08-01,7.125
21212,2015-09-01,7.65625
21212,2015-10-01,8.4375
21212,2015-11-01,7.71875
21212,2015-12-01,8.09375
21212,2016-01-01,7.625
21212,2016-02-01,7.0625
21212,2016-03-01,7.75
21212,2016-04-01,8.09375
21212,2016-05-01,7.8125
21212,2016-06-01,7.46875
21212,2016-07-01,8.34375
21212,2016-08-01,7.90625
21212,2016-09-01,8.0625
21212,2016-10-01,7.75
21212,2016-11-01,8.65625
21212,2016-12-01,8.0625
21212,2017-01-01,8.3125
21212,2017-02-01,8.34375
21212,2017-03-01,7.78125
21212,2017-04-01,8.0
21212,2017-05-01,8.21875
21212,2017-06-01,7.25
21212,2017-07-01,7.625
21212,2017-08-01,5.34375
21212,2017-09-01,7.6875
21212,2017-10-01,7.09375
21212,2017-11-01,6.65625
21212,2017-12-01,7.65625
21212,2018-01-01,5.03125
21212,2018-02-01,6.40625
21212,2018-03-01,6.1875
21212,2018-04-01,7.0
21212,2018-05-01,6.71875
21212,2018-06-01,7.15625
21212,2018-07-01,7.53125
21212,2018-08-01,7.28125
21212,2018-09-01,7.34375
21212,2018-10-01,7.03125
21212,2018-11-01,7.8125
21213,2015-01-01,4.375
21213,2015-02-01,5.34375
21213,2015-03-01,0.71875
21213,2015-04-01,1.4375
21213,2015-05-01,2.28125
21213,2015-06-01,1.65625
21213,2015-07-01,0.3125
21213,2015-08-01,1.6875
21213,2015-09-01,2.375
21213,2015-10-01,0.0
21213,2015-11-01,1.125
21213,2015-12-01,0.5
21213,2016-01-01,1.15625
21213,2016-02-01,0.40625
21213,2016-03-01,0.0
21213,2016-04-01,2.0
21213,2016-05-01,1.25
21213,2016-06-01,0.875
21213,2016-07-01,1.28125
21213,2016-08-01,0.3125
21213,2016-09-01,3.03125
21213,2016-10-01,1.40625
21213,2016-11-01,1.75
21213,2016-12-01,2.5625
21213,2017-01-01,1.03125
21213,2017-02-01,0.0
21213,2017-03-01,0.125
21213,2017-04-01,0.0
21213,2017-05-01,0.71875
21213,2017-06-01,0.78125
21213,2017-07-01,1.4375
21213,2017-08-01,0.65625
21213,2017-09-01,0.0
21213,2017-10-01,0.0
21213,2017-11-01,0.40625
21213,2017-12-01,0.15625
21213,2018-01-01,0.0
21213,2018-02-01,0.0
21213,2018-03-01,0.40625
21213,2018-04-01,0.5625
21213,2018-05-01,0.0
21213,2018-06-01,1.5
21213,2018-07-01,0.65625
21213,2018-08-01,1.03125
21213,2018-09-01,1.34375
21213,2018-10-01,0.0
21213,2018-11-01,1.78125
21214,2015-01-01,4.65625
21214,2015-02-01,5.71875
21214,2015-03-01,2.5
21214,2015-04-01,3.5625
21214,2015-05-01,3.34375
21214,2015-06-01,3.34375
21214,2015-07-01,3.3125
21214,2015-08-01,3.90625
21214,2015-09-01,2.40625
21214,2015-10-01,0.0
21214,2015-11-01,2.0
21214,2015-12-01,2.8125
21214,2016-01-01,3.5625
21214,2016-02-01,4.125
21214,2016-03-01,4.1875
21214,2016-04-01,5.1875
21214,2016-05-01,4.8125
21214,2016-06-01,4.3125
21214,2016-07-01,4.625
21214,2016-08-01,5.09375
21214,2016-09-01,5.375
21214,2016-10-01,4.3125
21214,2016-11-01,5.625
21214,2016-12-01,4.3125
21214,2017-01-01,3.65625
21214,2017-02-01,3.71875
21214,2017-03-01,4.4375
21214,2017-04-01,4.75
21214,2017-05-01,4.34375
21214,2017-06-01,3.84375
21214,2017-07-01,4.5625
21214,2017-08-01,4.96875
21214,2017-09-01,4.59375
21214,2017-10-01,4.125
21214,2017-11-01,5.5
21214,2017-12-01,2.875
21214,2018-01-01,2.5
21214,2018-02-01,4.96875
21214,2018-03-01,4.8125
21214,2018-04-01,3.5
21214,2018-05-01,3.6875
21214,2018-06-01,3.59375
21214,2018-07-01,4.15625
21214,2018-08-01,4.84375
21214,2018-09-01,4.25
21214,2018-10-01,3.75
21214,2018-11-01,3.375
21215,2015-01-01,2.46875
21215,2015-02-01,2.1875
21215,2015-03-01,0.0
21215,2015-04-01,0.0
21215,2015-05-01,0.4375
21215,2015-06-01,0.0
21215,2015-07-01,0.0
21215,2015-08-01,0.0
21215,2015-09-01,0.0
21215,2015-10-01,0.0
21215,2015-11-01,0.0
21215,2015-12-01,0.0
21215,2016-01-01,0.0
21215,2016-02-01,0.0
21215,2016-03-01,0.0
21215,2016-04-01,0.0
21215,2016-05-01,0.5
21215,2016-06-01,1.25
21215,2016-07-01,0.3125
21215,2016-08-01,2.40625
21215,2016-09-01,2.25
21215,2016-10-01,0.53125
21215,2016-11-01,1.375
21215,2016-12-01,1.0
21215,2017-01-01,0.0
21215,2017-02-01,0.96875
21215,2017-03-01,1.125
21215,2017-04-01,0.0
21215,2017-05-01,0.0
21215,2017-06-01,0.0
21215,2017-07-01,0.0
21215,2017-08-01,0.0
21215,2017-09-01,0.0
21215,2017-10-01,0.0
21215,2017-11-01,0.0
21215,2017-12-01,0.0
21215,2018-01-01,0.0
21215,2018-02-01,0.0
21215,2018-03-01,0.0
21215,2018-04-01,0.0
21215,2018-05-01,0.0
21215,2018-06-01,0.0
21215,2018-07-01,0.0
21215,2018-08-01,0.0
21215,2018-09-01,0.0
21215,2018-10-01,0.0
21215,2018-11-01,0.0
21216,2015-01-01,3.53125
21216,2015-02-01,4.375
21216,2015-03-01,0.0
21216,2015-04-01,0.0
21216,2015-05-01,2.5
21216,2015-06-01,2.21875
21216,2015-07-01,0.78125
21216,2015-08-01,0.03125
21216,2015-09-01,0.0
21216,2015-10-01,0.0
21216,2015-11-01,0.0
21216,2015-12-01,0.5
21216,2016-01-01,0.0
21216,2016-02-01,0.0
21216,2016-03-01,0.0
21216,2016-04-01,0.28125
21216,2016-05-01,0.15625
21216,2016-06-01,0.96875
21216,2016-07-01,1.46875
21216,2016-08-01,0.875
21216,2016-09-01,1.09375
21216,2016-10-01,0.21875
21216,2016-11-01,0.8125
21216,2016-12-01,1.21875
21216,2017-01-01,0.0
21216,2017-02-01,0.0
21216,2017-03-01,0.0
21216,2017-04-01,0.5
21216,2017-05-01,0.0
21216,2017-06-01,0.0
21216,2017-07-01,0.0
21216,2017-08-01,0.0
21216,2017-09-01,0.0
21216,2017-10-01,0.0
21216,2017-11-01,0.0
21216,2017-12-01,0.0
21216,2018-01-01,0.0
21216,2018-02-01,0.0
21216,2018-03-01,0.0
21216,2018-04-01,0.0
21216,2018-05-01,0.0
21216,2018-06-01,0.0
21216,2018-07-01,0.0
21216,2018-08-01,0.0
21216,2018-09-01,0.0
21216,2018-10-01,0.0
21216,2018-11-01,0.0
21217,2015-01-01,0.15625
21217,2015-02-01,1.65625
21217,2015-03-01,0.0
21217,2015-04-01,0.0
21217,2015-05-01,0.0
21217,2015-06-01,0.0
21217,2015-07-01,0.0
21217,2015-08-01,0.0
21217,2015-09-01,0.0
21217,2015-10-01,0.0
21217,2015-11-01,0.0
21217,2015-12-01,0.0
21217,2016-01-01,0.0
21217,2016-02-01,0.0
21217,2016-03-01,0.0
21217,2016-04-01,0.0
21217,2016-05-01,0.0
21217,2016-06-01,0.0
21217,2016-07-01,0.0
21217,2016-08-01,0.0
21217,2016-09-01,0.0
21217,2016-10-01,0.0
21217,2016-11-01,0.0
21217,2016-12-01,0.0
21217,2017-01-01,0.0
21217,2017-02-01,0.0
21217,2017-03-01,0.0
21217,2017-04-01,0.0
21217,2017-05-01,0.0
21217,2017-06-01,0.0
21217,2017-07-01,0.0
21217,2017-08-01,0.0
21217,2017-09-01,0.0
21217,2017-10-01,0.0
21217,2017-11-01,0.0
21217,2017-12-01,0.0
21217,2018-01-01,0.0
21217,2018-02-01,0.0
21217,2018-03-01,0.0
21217,2018-04-01,0.0
21217,2018-05-01,0.0
21217,2018-06-01,0.0
21217,2018-07-01,0.0
21217,2018-08-01,0.0
21217,2018-09-01,0.0
21217,2018-10-01,0.0
21217,2018-11-01,0.0
21218,2015-01-01,1.09375
21218,2015-02-01,2.78125
21218,2015-03-01,0.0
21218,2015-04-01,0.0
21218,2015-05-01,0.0
21218,2015-06-01,0.0
21218,2015-07-01,0.0
21218,2015-08-01,0.0
21218,2015-09-01,0.0
21218,2015-10-01,0.0
21218,2015-11-01,0.0
21218,2015-12-01,0.0
21218,2016-01-01,0.0
21218,2016-02-01,0.0
21218,2016-03-01,0.0
21218,2016-04-01,0.0
21218,2016-05-01,0.0
21218,2016-06-01,0.0
21218,2016-07-01,0.0
21218,2016-08-01,0.0
21218,2016-09-01,0.0
21218,2016-10-01,0.0
21218,2016-11-01,0.0
21218,2016-12-01,0.0
21218,2017-01-01,0.0
21218,2017-02-01,0.0
21218,2017-03-01,0.0
21218,2017-04-01,0.0
21218,2017-05-01,0.0
21218,2017-06-01,0.0
21218,2017-07-01,0.0
21218,2017-08-01,0.0
21218,2017-09-01,0.0
21218,2017-10-01,0.0
21218,2017-11-01,0.0
21218,2017-12-01,0.0
21218,2018-01-01,0.0
21218,2018-02-01,0.0
21218,2018-03-01,0.0
21218,2018-04-01,0.0
21218,2018-05-01,0.0
21218,2018-06-01,0.0
21218,2018-07-01,0.0
21218,2018-08-01,0.0
21218,2018-09-01,0.0
21218,2018-10-01,0.0
21218,2018-11-01,0.0
21219,2015-07-01,9.96875
21219,2016-02-01,9.96875
21219,2016-05-01,9.96875
21219,2016-06-01,9.96875
21219,2016-11-01,9.96875
21219,2017-02-01,9.96875
21219,2017-03-01,9.96875
21219,2017-04-01,9.96875
21219,2017-05-01,9.96875
21219,2017-08-01,9.96875
21219,2017-11-01,9.9375
21219,2017-12-01,9.9375
21219,2018-03-01,9.59375
21219,2018-04-01,6.65625
21219,2018-05-01,9.9375
21219,2018-06-01,9.96875
21219,2018-07-01,9.96875
21219,2018-09-01,9.96875
21220,2016-08-01,9.96875
21220,2016-09-01,9.96875
21220,2017-01-01,9.96875
21220,2017-02-01,9.9375
21220,2017-03-01,9.875
21220,2017-05-01,9.9375
21220,2017-11-01,9.9375
21220,2018-02-01,9.90625
21221,2015-02-01,9.96875
21221,2015-03-01,9.84375
21221,2015-04-01,9.875
21221,2015-05-01,9.9375
21221,2015-06-01,9.9375
21221,2015-07-01,9.875
21221,2015-08-01,9.875
21221,2015-09-01,9.875
21221,2015-10-01,9.84375
21221,2015-11-01,9.75
21221,2015-12-01,9.875
21221,2016-01-01,9.875
21221,2016-02-01,9.9375
21221,2016-03-01,9.84375
21221,2016-04-01,9.78125
21221,2016-05-01,9.84375
21221,2016-06-01,9.84375
21221,2016-07-01,9.90625
21221,2016-08-01,9.90625
21221,2016-09-01,9.875
21221,2016-10-01,9.78125
21221,2016-11-01,9.875
21221,2016-12-01,9.90625
21221,2017-01-01,9.875
21221,2017-02-01,9.78125
21221,2017-03-01,9.71875
21221,2017-04-01,9.6875
21221,2017-05-01,9.9375
21221,2017-06-01,9.9375
21221,2017-07-01,9.875
21221,2017-08-01,9.78125
21221,2017-09-01,9.875
21221,2017-10-01,9.71875
21221,2017-11-01,9.84375
21221,2017-12-01,9.75
21221,2018-01-01,9.8125
21221,2018-02-01,9.84375
21221,2018-03-01,9.78125
21221,2018-04-01,9.8125
21221,2018-05-01,9.90625
21221,2018-07-01,9.875
21221,2018-08-01,9.9375
21221,2018-09-01,9.9375
21221,2018-10-01,9.96875
21221,2018-11-01,9.9375
21222,2015-01-01,9.96875
21222,2015-02-01,9.9375
21222,2015-03-01,9.90625
21222,2015-04-01,9.96875
21222,2015-05-01,9.875
21222,2015-06-01,9.9375
21222,2015-07-01,9.9375
21222,2015-08-01,9.96875
21222,2015-09-01,9.96875
21222,2015-10-01,9.875
21222,2015-11-01,9.9375
21222,2015-12-01,9.9375
21222,2016-01-01,9.875
21222,2016-02-01,9.96875
21222,2016-04-01,9.96875
21222,2016-05-01,9.8125
21222,2016-06-01,9.875
21222,2016-07-01,9.9375
21222,2016-08-01,9.90625
21222,2016-09-01,9.90625
21222,2016-10-01,9.90625
21222,2016-11-01,9.84375
21222,2016-12-01,9.9375
21222,2017-01-01,9.84375
21222,2017-02-01,9.875
21222,2017-03-01,9.84375
21222,2017-04-01,9.96875
21222,2017-05-01,9.90625
21222,2017-06-01,9.9375
21222,2017-07-01,9.875
21222,2017-08-01,9.84375
21222,2017-09-01,9.90625
21222,2017-10-01,9.9375
21222,2017-11-01,9.9375
21222,2017-12-01,9.8125
21222,2018-01-01,9.84375
21222,2018-02-01,9.96875
21222,2018-03-01,9.90625
21222,2018-05-01,9.875
21222,2018-06-01,9.96875
21222,2018-07-01,9.9375
21222,2018-10-01,9.90625
21222,2018-11-01,9.875
21223,2015-01-01,2.03125
21223,2015-02-01,3.4375
21223,2015-03-01,0.0
21223,2015-04-01,0.0
21223,2015-05-01,1.0
21223,2015-06-01,0.0
21223,2015-07-01,0.0
21223,2015-08-01,0.0
21223,2015-09-01,0.0
21223,2015-10-01,0.0
21223,2015-11-01,0.0
21223,2015-12-01,0.0
21223,2016-01-01,0.0
21223,2016-02-01,0.0
21223,2016-03-01,0.0
21223,2016-04-01,0.0
21223,2016-05-01,0.0
21223,2016-06-01,0.0
21223,2016-07-01,0.0
21223,2016-08-01,0.0
21223,2016-09-01,0.0
21223,2016-10-01,0.0
21223,2016-11-01,0.0
21223,2016-12-01,0.0
21223,2017-01-01,0.0
21223,2017-02-01,0.0
21223,2017-03-01,0.0
21223,2017-04-01,0.0
21223,2017-05-01,0.0
21223,2017-06-01,0.0
21223,2017-07-01,0.0
21223,2017-08-01,0.0
21223,2017-09-01,0.0
21223,2017-10-01,0.0
21223,2017-11-01,0.0
21223,2017-12-01,0.0
21223,2018-01-01,0.0
21223,2018-02-01,0.0
21223,2018-03-01,0.0
21223,2018-04-01,0.0
21223,2018-05-01,0.0
21223,2018-06-01,0.0
21223,2018-07-01,0.0
21223,2018-08-01,0.0
21223,2018-09-01,0.0
21223,2018-10-01,0.0
21223,2018-11-01,0.0
21224,2015-01-01,7.65625
21224,2015-02-01,8.3125
21224,2015-03-01,6.25
21224,2015-04-01,7.34375
21224,2015-05-01,8.0625
21224,2015-06-01,7.5
21224,2015-07-01,7.5
21224,2015-08-01,6.6875
21224,2015-09-01,5.5625
21224,2015-10-01,6.96875
21224,2015-11-01,7.625
21224,2015-12-01,6.0
21224,2016-01-01,6.71875
21224,2016-02-01,7.40625
21224,2016-03-01,7.75
21224,2016-04-01,6.75
21224,2016-05-01,5.90625
21224,2016-06-01,6.40625
21224,2016-07-01,6.4375
21224,2016-08-01,6.09375
21224,2016-09-01,5.9375
21224,2016-10-01,5.9375
21224,2016-11-01,6.09375
21224,2016-12-01,5.84375
21224,2017-01-01,6.125
21224,2017-02-01,6.9375
21224,2017-03-01,5.625
21224,2017-04-01,6.75
21224,2017-05-01,5.59375
21224,2017-06-01,6.46875
21224,2017-07-01,6.1875
21224,2017-08-01,7.03125
21224,2017-09-01,5.3125
21224,2017-10-01,5.46875
21224,2017-11-01,6.65625
21224,2017-12-01,5.75
21224,2018-01-01,5.75
21224,2018-02-01,6.375
21224,2018-03-01,5.59375
21224,2018-04-01,6.21875
21224,2018-05-01,6.78125
21224,2018-06-01,6.09375
21224,2018-07-01,6.0
21224,2018-08-01,5.90625
21224,2018-09-01,6.59375
21224,2018-10-01,6.03125
21224,2018-11-01,6.59375
21225,2015-01-01,6.84375
21225,2015-02-01,6.90625
21225,2015-03-01,4.96875
21225,2015-04-01,5.59375
21225,2015-05-01,6.96875
21225,2015-06-01,6.75
21225,2015-07-01,6.0625
21225,2015-08-01,5.65625
21225,2015-09-01,5.4375
21225,2015-10-01,5.90625
21225,2015-11-01,5.09375
21225,2015-12-01,6.15625
21225,2016-01-01,3.03125
21225,2016-02-01,3.71875
21225,2016-03-01,3.46875
21225,2016-04-01,5.25
21225,2016-05-01,3.96875
21225,2016-06-01,5.40625
21225,2016-07-01,3.90625
21225,2016-08-01,0.0
21225,2016-09-01,1.96875
21225,2016-10-01,3.40625
21225,2016-11-01,4.78125
21225,2016-12-01,5.25
21225,2017-01-01,2.28125
21225,2017-02-01,3.0625
21225,2017-03-01,2.28125
21225,2017-04-01,2.375
21225,2017-05-01,3.125
21225,2017-06-01,2.90625
21225,2017-07-01,4.0625
21225,2017-08-01,2.78125
21225,2017-09-01,3.78125
21225,2017-10-01,3.875
21225,2017-11-01,4.84375
21225,2017-12-01,5.15625
21225,2018-01-01,2.71875
21225,2018-02-01,4.25
21225,2018-03-01,3.375
21225,2018-04-01,2.1875
21225,2018-05-01,0.90625
21225,2018-06-01,3.15625
21225,2018-07-01,2.03125
21225,2018-08-01,0.96875
21225,2018-09-01,3.34375
21225,2018-10-01,3.78125
21225,2018-11-01,2.90625
21226,2015-01-01,9.9375
21226,2015-02-01,9.9375
21226,2015-03-01,9.75
21226,2015-04-01,9.78125
21226,2015-05-01,9.96875
21226,2015-06-01,9.9375
21226,2015-07-01,9.875
21226,2015-08-01,9.90625
21226,2015-09-01,9.96875
21226,2015-10-01,9.875
21226,2015-11-01,9.9375
21226,2015-12-01,9.9375
21226,2016-01-01,9.90625
21226,2016-02-01,9.90625
21226,2016-03-01,9.75
21226,2016-04-01,9.90625
21226,2016-05-01,9.8125
21226,2016-06-01,9.6875
21226,2016-07-01,9.90625
21226,2016-08-01,9.96875
21226,2016-09-01,9.8125
21226,2016-10-01,9.875
21226,2016-11-01,9.96875
21226,2016-12-01,9.9375
21226,2017-01-01,9.71875
21226,2017-02-01,9.78125
21226,2017-03-01,9.84375
21226,2017-04-01,9.78125
21226,2017-05-01,9.96875
21226,2017-06-01,9.78125
21226,2017-07-01,9.875
21226,2017-08-01,9.75
21226,2017-09-01,9.875
21226,2017-10-01,9.65625
21226,2017-11-01,9.6875
21226,2017-12-01,9.8125
21226,2018-01-01,9.71875
21226,2018-02-01,9.90625
21226,2018-03-01,9.9375
21226,2018-04-01,9.90625
21226,2018-05-01,9.8125
21226,2018-06-01,9.6875
21226,2018-07-01,9.59375
21226,2018-08-01,9.65625
